File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF123TFV	bam	alignments	ENCSR233LBT	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2016-03-30	ENCODE				1							ENCFF319CNO, ENCFF525DSW, ENCFF806TVZ	1994104162	ENCODE Processing Pipeline	4563e443e67ca0ff957ecd27ae457299		https://www.encodeproject.org/files/ENCFF123TFV/@@download/ENCFF123TFV.bam	mm10-minimal			archived	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF808XXF	bam	alignments	ENCSR233LBT	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2016-03-30	ENCODE				2							ENCFF371VHS, ENCFF806TVZ	2442585959	ENCODE Processing Pipeline	7a14567b8dc830a3e16b914a9382c2e0		https://www.encodeproject.org/files/ENCFF808XXF/@@download/ENCFF808XXF.bam	mm10-minimal			archived	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF270QZV	bam	unfiltered alignments	ENCSR233LBT	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2016-03-30	ENCODE				1			50				ENCFF018NEO, ENCFF319CNO, ENCFF525DSW	3219248503	ENCODE Processing Pipeline	646447a16a1b7b23d1472385e83302c3		https://www.encodeproject.org/files/ENCFF270QZV/@@download/ENCFF270QZV.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF700FUG	bam	unfiltered alignments	ENCSR233LBT	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2016-03-30	ENCODE				2			50				ENCFF018NEO, ENCFF371VHS	4019621698	ENCODE Processing Pipeline	9a1ac0b3d3907487d1d8eac40201fe7a		https://www.encodeproject.org/files/ENCFF700FUG/@@download/ENCFF700FUG.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF809PGZ	bam	alignments	ENCSR233LBT	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2016-03-30	ENCODE				1			50				ENCFF018NEO, ENCFF319CNO, ENCFF525DSW	1993658651	ENCODE Processing Pipeline	b16c8c533778f3b83e25792f07f36a0c		https://www.encodeproject.org/files/ENCFF809PGZ/@@download/ENCFF809PGZ.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF815BRW	bam	alignments	ENCSR233LBT	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2016-03-30	ENCODE				2			50				ENCFF018NEO, ENCFF371VHS	2442104883	ENCODE Processing Pipeline	f759dce47f01d2838eba7abc969910fd		https://www.encodeproject.org/files/ENCFF815BRW/@@download/ENCFF815BRW.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF402LOE	bam	alignments	ENCSR751AAB	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-03-30	ENCODE				1							ENCFF806TVZ, ENCFF883OFN	2147100059	ENCODE Processing Pipeline	eb37cc956dbd1d14aa5b5c02595a54e9		https://www.encodeproject.org/files/ENCFF402LOE/@@download/ENCFF402LOE.bam	mm10-minimal			archived				
ENCFF311IXA	bam	alignments	ENCSR751AAB	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-03-30	ENCODE				2							ENCFF806TVZ, ENCFF828JAB	2295454047	ENCODE Processing Pipeline	39baf30f1fe83fae648585dcb71768b9		https://www.encodeproject.org/files/ENCFF311IXA/@@download/ENCFF311IXA.bam	mm10-minimal			archived				
ENCFF530JXP	bam	unfiltered alignments	ENCSR751AAB	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-03-30	ENCODE				2			50				ENCFF018NEO, ENCFF828JAB	2863693934	ENCODE Processing Pipeline	2968c552c784e55e192e0e44fba7a26a		https://www.encodeproject.org/files/ENCFF530JXP/@@download/ENCFF530JXP.bam	mm10			released				
ENCFF448IKF	bam	unfiltered alignments	ENCSR751AAB	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-03-30	ENCODE				1			50				ENCFF018NEO, ENCFF883OFN	2690253219	ENCODE Processing Pipeline	9ed9273f7126ee931702768188868a85		https://www.encodeproject.org/files/ENCFF448IKF/@@download/ENCFF448IKF.bam	mm10			released				
ENCFF434BNI	bam	alignments	ENCSR751AAB	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-03-30	ENCODE				1			50				ENCFF018NEO, ENCFF883OFN	2146686788	ENCODE Processing Pipeline	686051cd12db844b2eac1485ba603d30		https://www.encodeproject.org/files/ENCFF434BNI/@@download/ENCFF434BNI.bam	mm10			released				
ENCFF827BYE	bam	alignments	ENCSR751AAB	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-03-30	ENCODE				2			50				ENCFF018NEO, ENCFF828JAB	2295074699	ENCODE Processing Pipeline	9780b451c4b5a58108baf659d7404c45		https://www.encodeproject.org/files/ENCFF827BYE/@@download/ENCFF827BYE.bam	mm10			released				
ENCFF046YTI	bam	alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				1							ENCFF237DCF, ENCFF268IGM, ENCFF820NAK	4169628087	ENCODE Processing Pipeline	c948a4bcc903e29d79515852989fb967		https://www.encodeproject.org/files/ENCFF046YTI/@@download/ENCFF046YTI.bam	mm10-minimal			archived				
ENCFF426LMR	bam	alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				2							ENCFF249AZE, ENCFF268IGM, ENCFF654OBR	3481356031	ENCODE Processing Pipeline	dddace9674b79e9f56d96d7b350a1661		https://www.encodeproject.org/files/ENCFF426LMR/@@download/ENCFF426LMR.bam	mm10-minimal			archived				
ENCFF736ZJS	bam	alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				1							ENCFF237DCF, ENCFF518RJA, ENCFF820NAK	5286307067	ENCODE Processing Pipeline	f82da77018a5fcdb92cf164f971b3e71		https://www.encodeproject.org/files/ENCFF736ZJS/@@download/ENCFF736ZJS.bam	mm10-minimal			archived				
ENCFF012DQV	bam	alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				2							ENCFF249AZE, ENCFF518RJA, ENCFF654OBR	4397106834	ENCODE Processing Pipeline	50e5dd6d9e301292d8249ab19ce46151		https://www.encodeproject.org/files/ENCFF012DQV/@@download/ENCFF012DQV.bam	mm10-minimal			archived				
ENCFF176PNG	bam	transcriptome alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				2							ENCFF249AZE, ENCFF518RJA, ENCFF654OBR	4146565554	ENCODE Processing Pipeline	9027737edce144fdba3e14de42c4625e		https://www.encodeproject.org/files/ENCFF176PNG/@@download/ENCFF176PNG.bam	mm10-minimal			archived				
ENCFF903CDA	bam	transcriptome alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				1							ENCFF237DCF, ENCFF518RJA, ENCFF820NAK	5104328092	ENCODE Processing Pipeline	801b7b71824dd24fd46b9591daead804		https://www.encodeproject.org/files/ENCFF903CDA/@@download/ENCFF903CDA.bam	mm10-minimal			archived				
ENCFF748RBN	bam	alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				1							ENCFF237DCF, ENCFF533JRE, ENCFF820NAK	5288036644	ENCODE Processing Pipeline	b32607f1950565edba634cf9c28cb300		https://www.encodeproject.org/files/ENCFF748RBN/@@download/ENCFF748RBN.bam	mm10			released				
ENCFF099GEQ	bam	transcriptome alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				1							ENCFF237DCF, ENCFF533JRE, ENCFF820NAK	5200031198	ENCODE Processing Pipeline	0c5763ef3d07de68267b1e61eb344db2		https://www.encodeproject.org/files/ENCFF099GEQ/@@download/ENCFF099GEQ.bam	mm10			released				
ENCFF271VQQ	bam	alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				2							ENCFF249AZE, ENCFF533JRE, ENCFF654OBR	4398526221	ENCODE Processing Pipeline	554a41102951483b87801602abba8d1c		https://www.encodeproject.org/files/ENCFF271VQQ/@@download/ENCFF271VQQ.bam	mm10			released				
ENCFF258YWQ	bam	transcriptome alignments	ENCSR541XZK	RNA-seq	UBERON:0002101	limb	tissue	embryonic	mixed	11.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2014-11-20	ENCODE				2							ENCFF249AZE, ENCFF533JRE, ENCFF654OBR	4224388062	ENCODE Processing Pipeline	f6a0c4ca824c3aa3e1d5e3bc4c35db35		https://www.encodeproject.org/files/ENCFF258YWQ/@@download/ENCFF258YWQ.bam	mm10			released				
ENCFF500EJE	bam	unfiltered alignments	ENCSR318QFY	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K4me3-mouse	ENCAB682XRE	DNA			SDS		False	2016-07-19	ENCODE				1							ENCFF018NEO, ENCFF391YEY	1611852945	ENCODE Processing Pipeline	2346621192cdd16e894d14efb20ebb5e		https://www.encodeproject.org/files/ENCFF500EJE/@@download/ENCFF500EJE.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF427ONV	bam	unfiltered alignments	ENCSR318QFY	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K4me3-mouse	ENCAB682XRE	DNA			SDS		False	2016-07-19	ENCODE				2							ENCFF018NEO, ENCFF865IVF	1665002312	ENCODE Processing Pipeline	2fe68418e8cb7c15e88ab33c3f989c08		https://www.encodeproject.org/files/ENCFF427ONV/@@download/ENCFF427ONV.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF553IOV	bam	alignments	ENCSR318QFY	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K4me3-mouse	ENCAB682XRE	DNA			SDS		False	2016-07-19	ENCODE				1							ENCFF018NEO, ENCFF391YEY	1105861959	ENCODE Processing Pipeline	8badffd2d403bca11a21e067d4fdf87e		https://www.encodeproject.org/files/ENCFF553IOV/@@download/ENCFF553IOV.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF512HMV	bam	alignments	ENCSR318QFY	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K4me3-mouse	ENCAB682XRE	DNA			SDS		False	2016-07-19	ENCODE				2							ENCFF018NEO, ENCFF865IVF	1157694759	ENCODE Processing Pipeline	7ee61e8dcf9764fddf5c80a8f2334f91		https://www.encodeproject.org/files/ENCFF512HMV/@@download/ENCFF512HMV.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF001KKJ	bam	alignments	ENCSR000CCO	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KKN	883225684	Bing Ren, UCSD	c81b1248360e4cce70f556065a445d68		https://www.encodeproject.org/files/ENCFF001KKJ/@@download/ENCFF001KKJ.bam	mm9			released	control low read depth, inconsistent platforms, mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	missing unfiltered alignments	insufficient read length	control extremely low read depth
ENCFF001KKL	bam	alignments	ENCSR000CCO	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KLC	1437722060	Bing Ren, UCSD	d983dab2586aa0f921e1224d9cf722da		https://www.encodeproject.org/files/ENCFF001KKL/@@download/ENCFF001KKL.bam	mm9			released	control low read depth, inconsistent platforms, mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	missing unfiltered alignments	insufficient read length	control extremely low read depth
ENCFF620PLT	bam	alignments	ENCSR000CCO	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KLC, ENCFF806TVZ	756577999	ENCODE Processing Pipeline	f9fad5f95d5940857ae4b4ef38862b11		https://www.encodeproject.org/files/ENCFF620PLT/@@download/ENCFF620PLT.bam	mm10-minimal			archived	control low read depth, inconsistent platforms, mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	missing unfiltered alignments	insufficient read length	control extremely low read depth
ENCFF542ZPJ	bam	alignments	ENCSR000CCO	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KKN, ENCFF806TVZ	486006204	ENCODE Processing Pipeline	d6115080455338c8f29d0983a723b6f4		https://www.encodeproject.org/files/ENCFF542ZPJ/@@download/ENCFF542ZPJ.bam	mm10-minimal			archived	control low read depth, inconsistent platforms, mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	missing unfiltered alignments	insufficient read length	control extremely low read depth
ENCFF390XOO	bam	alignments	ENCSR000CCO	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				1			30				ENCFF001KKN, ENCFF018NEO	486039205	ENCODE Processing Pipeline	903b07adf2f274fc66bb5b9cfe830869		https://www.encodeproject.org/files/ENCFF390XOO/@@download/ENCFF390XOO.bam	mm10			released	control low read depth, inconsistent platforms, mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	missing unfiltered alignments	insufficient read length	control extremely low read depth
ENCFF643SHV	bam	unfiltered alignments	ENCSR000CCO	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				2			30				ENCFF001KLC, ENCFF018NEO	1123072036	ENCODE Processing Pipeline	1d5639dee443648a822c48793411c853		https://www.encodeproject.org/files/ENCFF643SHV/@@download/ENCFF643SHV.bam	mm10			released	control low read depth, inconsistent platforms, mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	missing unfiltered alignments	insufficient read length	control extremely low read depth
ENCFF442HUB	bam	alignments	ENCSR000CCO	ChIP-seq	UBERON:0002101	limb	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				2			30				ENCFF001KLC, ENCFF018NEO	582830626	ENCODE Processing Pipeline	86af571667a74f5d26acf386f8d32c2f		https://www.encodeproject.org/files/ENCFF442HUB/@@download/ENCFF442HUB.bam	mm10			released	control low read depth, inconsistent platforms, mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	missing unfiltered alignments	insufficient read length	control extremely low read depth
