File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF944BEA	bam	unfiltered alignments	ENCSR098USP	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				1			50				ENCFF018NEO, ENCFF237DIP	2633779869	ENCODE Processing Pipeline	3a24c6bb8063ec90de56735f8a295fc0		https://www.encodeproject.org/files/ENCFF944BEA/@@download/ENCFF944BEA.bam	mm10			released	inconsistent platforms			
ENCFF673LAV	bam	alignments	ENCSR098USP	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				1			50				ENCFF018NEO, ENCFF237DIP	1068623243	ENCODE Processing Pipeline	aad9acd96b8feaf523171a1f799111fb		https://www.encodeproject.org/files/ENCFF673LAV/@@download/ENCFF673LAV.bam	mm10			released	inconsistent platforms			
ENCFF291OCV	bam	alignments	ENCSR098USP	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				2			50				ENCFF018NEO, ENCFF152MDB	1365049055	ENCODE Processing Pipeline	f22b64f2d203db87498335ad02f5243b		https://www.encodeproject.org/files/ENCFF291OCV/@@download/ENCFF291OCV.bam	mm10			released	inconsistent platforms			
ENCFF604RVD	bam	alignments	ENCSR846PJO	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2014-12-17	ENCODE				1							ENCFF002BWE, ENCFF806TVZ	1150797260	ENCODE Processing Pipeline	eb6557681d068608ce6b33b031244fe0		https://www.encodeproject.org/files/ENCFF604RVD/@@download/ENCFF604RVD.bam	mm10-minimal			archived	control low read depth, low read length, mild to moderate bottlenecking			
ENCFF463OSC	bam	alignments	ENCSR846PJO	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2014-12-17	ENCODE				2							ENCFF002BWB, ENCFF806TVZ	1071923894	ENCODE Processing Pipeline	1da4c542476bd43f43c7bd53f7cee766		https://www.encodeproject.org/files/ENCFF463OSC/@@download/ENCFF463OSC.bam	mm10-minimal			archived	control low read depth, low read length, mild to moderate bottlenecking			
ENCFF792VUR	bam	unfiltered alignments	ENCSR846PJO	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2014-12-17	ENCODE				2			36				ENCFF002BWB, ENCFF018NEO	1694390807	ENCODE Processing Pipeline	888e85a4cb2df7f68d3effc13fb37166		https://www.encodeproject.org/files/ENCFF792VUR/@@download/ENCFF792VUR.bam	mm10			released	control low read depth, low read length, mild to moderate bottlenecking			
ENCFF552AUZ	bam	unfiltered alignments	ENCSR846PJO	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2014-12-17	ENCODE				1			36				ENCFF002BWE, ENCFF018NEO	1691992749	ENCODE Processing Pipeline	926db3781f9f832fdbd5f52cacbec74d		https://www.encodeproject.org/files/ENCFF552AUZ/@@download/ENCFF552AUZ.bam	mm10			released	control low read depth, low read length, mild to moderate bottlenecking			
ENCFF716BZP	bam	alignments	ENCSR846PJO	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2014-12-17	ENCODE				1			36				ENCFF002BWE, ENCFF018NEO	1150565336	ENCODE Processing Pipeline	6cec6a3cc69be9d5d13931dc873e1d85		https://www.encodeproject.org/files/ENCFF716BZP/@@download/ENCFF716BZP.bam	mm10			released	control low read depth, low read length, mild to moderate bottlenecking			
ENCFF095YRX	bam	alignments	ENCSR846PJO	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2014-12-17	ENCODE				2			36				ENCFF002BWB, ENCFF018NEO	1071713309	ENCODE Processing Pipeline	6f239c3086416714dc4cd4dc95d8cbae		https://www.encodeproject.org/files/ENCFF095YRX/@@download/ENCFF095YRX.bam	mm10			released	control low read depth, low read length, mild to moderate bottlenecking			
ENCFF741WBB	bam	alignments	ENCSR049UJU	RNA-seq	UBERON:0000948	heart	tissue	embryonic	mixed	10.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2016-08-11	ENCODE				1							ENCFF229IFK, ENCFF533JRE, ENCFF676BDY	5135848298	ENCODE Processing Pipeline	bd919b8e886e9409bda346184d723bd7		https://www.encodeproject.org/files/ENCFF741WBB/@@download/ENCFF741WBB.bam	mm10			released				
ENCFF219INX	bam	transcriptome alignments	ENCSR049UJU	RNA-seq	UBERON:0000948	heart	tissue	embryonic	mixed	10.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2016-08-11	ENCODE				1							ENCFF229IFK, ENCFF533JRE, ENCFF676BDY	5243247610	ENCODE Processing Pipeline	a7df2e570af08a721efb1e49ba662142		https://www.encodeproject.org/files/ENCFF219INX/@@download/ENCFF219INX.bam	mm10			released				
ENCFF251WFW	bam	alignments	ENCSR049UJU	RNA-seq	UBERON:0000948	heart	tissue	embryonic	mixed	10.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2016-08-11	ENCODE				2							ENCFF220DJN, ENCFF405TRT, ENCFF533JRE	4460192997	ENCODE Processing Pipeline	c6397544c6671b8f0e9c4716df090eed		https://www.encodeproject.org/files/ENCFF251WFW/@@download/ENCFF251WFW.bam	mm10			released				
ENCFF642QHK	bam	transcriptome alignments	ENCSR049UJU	RNA-seq	UBERON:0000948	heart	tissue	embryonic	mixed	10.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2016-08-11	ENCODE				2							ENCFF220DJN, ENCFF405TRT, ENCFF533JRE	4709106022	ENCODE Processing Pipeline	4ad03bfe25c80ec9799430efdc33f42f		https://www.encodeproject.org/files/ENCFF642QHK/@@download/ENCFF642QHK.bam	mm10			released				
ENCFF001KFU	bam	alignments	ENCSR000CDL	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KGF	480198908	Bing Ren, UCSD	31ac7b20f3d0da348996713d315e54d5		https://www.encodeproject.org/files/ENCFF001KFU/@@download/ENCFF001KFU.bam	mm9			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF001KFV	bam	alignments	ENCSR000CDL	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KGI	721158881	Bing Ren, UCSD	f6e93fb5047723c63c59fb2342a5e2eb		https://www.encodeproject.org/files/ENCFF001KFV/@@download/ENCFF001KFV.bam	mm9			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF634VDB	bam	alignments	ENCSR000CDL	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KGI, ENCFF806TVZ	744110509	ENCODE Processing Pipeline	19c14ce1622c61b5864c79dc0105d24b		https://www.encodeproject.org/files/ENCFF634VDB/@@download/ENCFF634VDB.bam	mm10-minimal			archived	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF375JAO	bam	alignments	ENCSR000CDL	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KGF, ENCFF806TVZ	482183489	ENCODE Processing Pipeline	4517e99645f1f1fd9fc2bd8bbc7dc39a		https://www.encodeproject.org/files/ENCFF375JAO/@@download/ENCFF375JAO.bam	mm10-minimal			archived	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF851BHF	bam	alignments	ENCSR000CDL	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KGF, ENCFF018NEO	482105890	ENCODE Processing Pipeline	448f6f327d5d7c1d409a57c2809cece0		https://www.encodeproject.org/files/ENCFF851BHF/@@download/ENCFF851BHF.bam	mm10			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF379KDU	bam	unfiltered alignments	ENCSR000CDL	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KGF, ENCFF018NEO	587851426	ENCODE Processing Pipeline	cb9137292224279677da76a750aa4259		https://www.encodeproject.org/files/ENCFF379KDU/@@download/ENCFF379KDU.bam	mm10			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF161KGW	bam	unfiltered alignments	ENCSR000CDL	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KGI, ENCFF018NEO	911418365	ENCODE Processing Pipeline	76ed98da9a2e5fe930f730feafd05aa2		https://www.encodeproject.org/files/ENCFF161KGW/@@download/ENCFF161KGW.bam	mm10			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF923LLN	bam	alignments	ENCSR000CDL	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KGI, ENCFF018NEO	743976652	ENCODE Processing Pipeline	afb0b05b0f8cbcfe36da31732d929dde		https://www.encodeproject.org/files/ENCFF923LLN/@@download/ENCFF923LLN.bam	mm10			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF937FVJ	bam	alignments	ENCSR886IHN	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2014-06-30	ENCODE				2							ENCFF001ZRX, ENCFF806TVZ	1115250103	ENCODE Processing Pipeline	9e8ffca6b12cc3735e8ac5bddf9664f5		https://www.encodeproject.org/files/ENCFF937FVJ/@@download/ENCFF937FVJ.bam	mm10-minimal			archived	low read length		control insufficient read depth, insufficient read depth	
ENCFF122OEC	bam	alignments	ENCSR886IHN	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2014-06-30	ENCODE				1							ENCFF001ZRW, ENCFF806TVZ	1046436875	ENCODE Processing Pipeline	bae25aa21609a7eeaf6427042dc88477		https://www.encodeproject.org/files/ENCFF122OEC/@@download/ENCFF122OEC.bam	mm10-minimal			archived	low read length		control insufficient read depth, insufficient read depth	
ENCFF606BUL	bam	unfiltered alignments	ENCSR886IHN	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF001ZRW, ENCFF018NEO	1418019304	ENCODE Processing Pipeline	a6c9f94bf4ed104662b707cc1023e954		https://www.encodeproject.org/files/ENCFF606BUL/@@download/ENCFF606BUL.bam	mm10			released	low read length		control insufficient read depth, insufficient read depth	
ENCFF464BRB	bam	unfiltered alignments	ENCSR886IHN	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF001ZRX, ENCFF018NEO	1537635195	ENCODE Processing Pipeline	32644f6174a8669bb43c1ce57e66bf43		https://www.encodeproject.org/files/ENCFF464BRB/@@download/ENCFF464BRB.bam	mm10			released	low read length		control insufficient read depth, insufficient read depth	
ENCFF094SMC	bam	alignments	ENCSR886IHN	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF001ZRW, ENCFF018NEO	1046239591	ENCODE Processing Pipeline	1341fb6a759db626c82286574187bea6		https://www.encodeproject.org/files/ENCFF094SMC/@@download/ENCFF094SMC.bam	mm10			released	low read length		control insufficient read depth, insufficient read depth	
ENCFF717NOZ	bam	alignments	ENCSR886IHN	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF001ZRX, ENCFF018NEO	1115030072	ENCODE Processing Pipeline	9bb98d783ec323f6a850b274029174b5		https://www.encodeproject.org/files/ENCFF717NOZ/@@download/ENCFF717NOZ.bam	mm10			released	low read length		control insufficient read depth, insufficient read depth	
ENCFF486JTJ	bam	alignments	ENCSR699XHY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2015-06-23	ENCODE				2							ENCFF322WUF, ENCFF806TVZ	1689174872	ENCODE Processing Pipeline	d0b8261f7020b3b505e38da264f0dc78		https://www.encodeproject.org/files/ENCFF486JTJ/@@download/ENCFF486JTJ.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking			
