File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF004BDR	bam	alignments	ENCSR000CDW	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KLN, ENCFF806TVZ	537443301	ENCODE Processing Pipeline	93e2fdddb243a6e46d24ea1e1f1827e2		https://www.encodeproject.org/files/ENCFF004BDR/@@download/ENCFF004BDR.bam	mm10-minimal			archived	inconsistent platforms, low read length	missing unfiltered alignments	insufficient read depth, control insufficient read depth	
ENCFF459MYT	bam	alignments	ENCSR000CDW	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KLM, ENCFF806TVZ	744912040	ENCODE Processing Pipeline	56a4081494171d86fbdfc45408a231fa		https://www.encodeproject.org/files/ENCFF459MYT/@@download/ENCFF459MYT.bam	mm10-minimal			archived	inconsistent platforms, low read length	missing unfiltered alignments	insufficient read depth, control insufficient read depth	
ENCFF790ROR	bam	unfiltered alignments	ENCSR000CDW	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KLN, ENCFF018NEO	667075030	ENCODE Processing Pipeline	24c748b89502c038c1eb0320b728fc92		https://www.encodeproject.org/files/ENCFF790ROR/@@download/ENCFF790ROR.bam	mm10			released	inconsistent platforms, low read length	missing unfiltered alignments	insufficient read depth, control insufficient read depth	
ENCFF747KFG	bam	unfiltered alignments	ENCSR000CDW	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KLM, ENCFF018NEO	1036254742	ENCODE Processing Pipeline	0c2560a5b6071bf5d8f749b6aa7404da		https://www.encodeproject.org/files/ENCFF747KFG/@@download/ENCFF747KFG.bam	mm10			released	inconsistent platforms, low read length	missing unfiltered alignments	insufficient read depth, control insufficient read depth	
ENCFF149KWW	bam	alignments	ENCSR000CDW	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KLN, ENCFF018NEO	537373094	ENCODE Processing Pipeline	271bc5978020550254fd9cddfe849220		https://www.encodeproject.org/files/ENCFF149KWW/@@download/ENCFF149KWW.bam	mm10			released	inconsistent platforms, low read length	missing unfiltered alignments	insufficient read depth, control insufficient read depth	
ENCFF216IVM	bam	alignments	ENCSR000CDW	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KLM, ENCFF018NEO	744778535	ENCODE Processing Pipeline	2bfbda85b2d39251d358e9f39efbae28		https://www.encodeproject.org/files/ENCFF216IVM/@@download/ENCFF216IVM.bam	mm10			released	inconsistent platforms, low read length	missing unfiltered alignments	insufficient read depth, control insufficient read depth	
ENCFF275UYN	bam	alignments	ENCSR220PXJ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2015-06-23	ENCODE				1							ENCFF523IZM, ENCFF554IHG, ENCFF806TVZ	2350905097	ENCODE Processing Pipeline	6f22b64c48f8d630b70f4b4929fd72ca		https://www.encodeproject.org/files/ENCFF275UYN/@@download/ENCFF275UYN.bam	mm10-minimal			archived		sequencing runs labeled as technical replicates		
ENCFF301ZSF	bam	alignments	ENCSR220PXJ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2015-06-23	ENCODE				2							ENCFF806TVZ, ENCFF983QZJ	1948855467	ENCODE Processing Pipeline	92841a8ae4f0b21b0d125e587b0a1af8		https://www.encodeproject.org/files/ENCFF301ZSF/@@download/ENCFF301ZSF.bam	mm10-minimal			archived		sequencing runs labeled as technical replicates		
ENCFF036NBH	bam	unfiltered alignments	ENCSR220PXJ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2015-06-23	ENCODE				2							ENCFF018NEO, ENCFF037ZIA, ENCFF983QZJ	3845492793	ENCODE Processing Pipeline	be4003c45bce49a13c5859976a56985d		https://www.encodeproject.org/files/ENCFF036NBH/@@download/ENCFF036NBH.bam	mm10			released		sequencing runs labeled as technical replicates		
ENCFF231HNB	bam	alignments	ENCSR220PXJ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF037ZIA, ENCFF983QZJ	2697520035	ENCODE Processing Pipeline	e94466402afb8eb0ee0b964dbbbbb241		https://www.encodeproject.org/files/ENCFF231HNB/@@download/ENCFF231HNB.bam	mm10			released		sequencing runs labeled as technical replicates		
ENCFF939LLN	bam	unfiltered alignments	ENCSR220PXJ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2015-06-23	ENCODE				1							ENCFF018NEO, ENCFF323RQH, ENCFF523IZM, ENCFF554IHG	3958119712	ENCODE Processing Pipeline	31cdf9af763fd00520d890849dc4c029		https://www.encodeproject.org/files/ENCFF939LLN/@@download/ENCFF939LLN.bam	mm10			released		sequencing runs labeled as technical replicates		
ENCFF396QPU	bam	alignments	ENCSR220PXJ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF323RQH, ENCFF523IZM, ENCFF554IHG	2749838403	ENCODE Processing Pipeline	d7793e746925aca885a70d6e6e7a7eb7		https://www.encodeproject.org/files/ENCFF396QPU/@@download/ENCFF396QPU.bam	mm10			released		sequencing runs labeled as technical replicates		
ENCFF001KLJ	bam	alignments	ENCSR000CDV	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KLS	336888826	Bing Ren, UCSD	86f30fd55c7cb55ff757ccc939600f43		https://www.encodeproject.org/files/ENCFF001KLJ/@@download/ENCFF001KLJ.bam	mm9			archived	low read depth, control low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		insufficient read depth	
ENCFF001KLL	bam	alignments	ENCSR000CDV	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KLU	839652840	Bing Ren, UCSD	aabb183ee85c3e31600c1643784aa9f8		https://www.encodeproject.org/files/ENCFF001KLL/@@download/ENCFF001KLL.bam	mm9			archived	low read depth, control low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		insufficient read depth	
ENCFF504SBH	bam	alignments	ENCSR000CDV	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KLU, ENCFF806TVZ	527588443	ENCODE Processing Pipeline	60f3042c003d4425ed79b48676820d3d		https://www.encodeproject.org/files/ENCFF504SBH/@@download/ENCFF504SBH.bam	mm10-minimal			archived	low read depth, control low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		insufficient read depth	
ENCFF019BXJ	bam	alignments	ENCSR000CDV	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KLS, ENCFF806TVZ	195688930	ENCODE Processing Pipeline	6fee101486c0000956354678460f6982		https://www.encodeproject.org/files/ENCFF019BXJ/@@download/ENCFF019BXJ.bam	mm10-minimal			archived	low read depth, control low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		insufficient read depth	
ENCFF790SKY	bam	unfiltered alignments	ENCSR000CDV	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KLU, ENCFF018NEO	883522964	ENCODE Processing Pipeline	08b9cf0da4cf4fd152b1ddd53d7d30d0		https://www.encodeproject.org/files/ENCFF790SKY/@@download/ENCFF790SKY.bam	mm10			released	low read depth, control low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		insufficient read depth	
ENCFF454XDE	bam	unfiltered alignments	ENCSR000CDV	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KLS, ENCFF018NEO	340645530	ENCODE Processing Pipeline	b31d7160d77db9c1dbad34c47f2675dc		https://www.encodeproject.org/files/ENCFF454XDE/@@download/ENCFF454XDE.bam	mm10			released	low read depth, control low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		insufficient read depth	
ENCFF831YQT	bam	alignments	ENCSR000CDV	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KLS, ENCFF018NEO	195725123	ENCODE Processing Pipeline	5436bf0a9cbbfe3071873b228c349103		https://www.encodeproject.org/files/ENCFF831YQT/@@download/ENCFF831YQT.bam	mm10			released	low read depth, control low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		insufficient read depth	
ENCFF704YYI	bam	alignments	ENCSR000CDV	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14.5 day	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KLU, ENCFF018NEO	527517730	ENCODE Processing Pipeline	17d844e2277edac09db32bde6a2e7e22		https://www.encodeproject.org/files/ENCFF704YYI/@@download/ENCFF704YYI.bam	mm10			released	low read depth, control low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		insufficient read depth	
ENCFF001QQO	bam	alignments	ENCSR000CLN	RNA-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							polyadenylated mRNA		see document	see document		False	2012-07-10	ENCODE				1							ENCFF001QQP, ENCFF001QQQ	3196728029	John Stamatoyannopoulos, UW	bd651ec179a8e4de73a6a3111b265512		https://www.encodeproject.org/files/ENCFF001QQO/@@download/ENCFF001QQO.bam	mm9			archived				
ENCFF001JBX	bam	alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				1							ENCFF001JBY, ENCFF001JCJ	21434208828	Thomas Gingeras, CSHL	17e985f0f62f1027566f802d1124a987		https://www.encodeproject.org/files/ENCFF001JBX/@@download/ENCFF001JBX.bam	mm9			archived				
ENCFF001JBZ	bam	alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				2							ENCFF001JCV, ENCFF001JCY	34369070168	Thomas Gingeras, CSHL	a3cadb7dee855f014ca6f4b8981b72c3		https://www.encodeproject.org/files/ENCFF001JBZ/@@download/ENCFF001JBZ.bam	mm9			archived				
ENCFF143XGQ	bam	alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				1							ENCFF001JBY, ENCFF001JCJ, ENCFF268IGM	21514960389	ENCODE Processing Pipeline	0642b5063986967cf85a994a73cecfe4		https://www.encodeproject.org/files/ENCFF143XGQ/@@download/ENCFF143XGQ.bam	mm10-minimal			archived				
ENCFF330VTA	bam	alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				2							ENCFF001JCV, ENCFF001JCY, ENCFF268IGM	35463309333	ENCODE Processing Pipeline	0870272a5e7abe4c6fb1f19bcd080fb0		https://www.encodeproject.org/files/ENCFF330VTA/@@download/ENCFF330VTA.bam	mm10-minimal			archived				
ENCFF457UBR	bam	alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				1							ENCFF001JBY, ENCFF001JCJ, ENCFF483PAE	28573527672	ENCODE Processing Pipeline	e0e17b9e0a525fea42ad6ab1e60a9119		https://www.encodeproject.org/files/ENCFF457UBR/@@download/ENCFF457UBR.bam	mm10-minimal			archived				
ENCFF151VUH	bam	transcriptome alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				1							ENCFF001JBY, ENCFF001JCJ, ENCFF483PAE	25539735401	ENCODE Processing Pipeline	7b486fa07d73f666462911ed5ec16990		https://www.encodeproject.org/files/ENCFF151VUH/@@download/ENCFF151VUH.bam	mm10-minimal			archived				
ENCFF749DCD	bam	alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				2							ENCFF001JCV, ENCFF001JCY, ENCFF483PAE	45469500675	ENCODE Processing Pipeline	cad5980e4f8a9137f88aece99aa6c124		https://www.encodeproject.org/files/ENCFF749DCD/@@download/ENCFF749DCD.bam	mm10-minimal			archived				
ENCFF948YHN	bam	transcriptome alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				2							ENCFF001JCV, ENCFF001JCY, ENCFF483PAE	41176073514	ENCODE Processing Pipeline	2782a28fb4c7c725279ffd20327565ac		https://www.encodeproject.org/files/ENCFF948YHN/@@download/ENCFF948YHN.bam	mm10-minimal			archived				
ENCFF110OZC	bam	alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				1							ENCFF001JBY, ENCFF001JCJ, ENCFF533JRE	28537178333	ENCODE Processing Pipeline	9281b23fc80b6cadc9db27096a915c2b		https://www.encodeproject.org/files/ENCFF110OZC/@@download/ENCFF110OZC.bam	mm10			released				
ENCFF340UXA	bam	transcriptome alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				1							ENCFF001JBY, ENCFF001JCJ, ENCFF533JRE	25682480711	ENCODE Processing Pipeline	384684621385ef3b37b74c0e2da02a11		https://www.encodeproject.org/files/ENCFF340UXA/@@download/ENCFF340UXA.bam	mm10			released				
ENCFF240COW	bam	alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				2							ENCFF001JCV, ENCFF001JCY, ENCFF533JRE	45470863571	ENCODE Processing Pipeline	4b2af6b4ac1939cdcb07c3315d25e886		https://www.encodeproject.org/files/ENCFF240COW/@@download/ENCFF240COW.bam	mm10			released				
ENCFF754TXH	bam	transcriptome alignments	ENCSR000BZH	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	14 day	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-09-05	ENCODE				2							ENCFF001JCV, ENCFF001JCY, ENCFF533JRE	41375080219	ENCODE Processing Pipeline	e8bb80079bda45fb075a39d3edef1e27		https://www.encodeproject.org/files/ENCFF754TXH/@@download/ENCFF754TXH.bam	mm10			released				
ENCFF956VEL	bam	alignments	ENCSR447DOF	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2014-06-30	ENCODE				2							ENCFF001ZUK, ENCFF806TVZ	630894611	ENCODE Processing Pipeline	7728384948662c02a34215815124ace6		https://www.encodeproject.org/files/ENCFF956VEL/@@download/ENCFF956VEL.bam	mm10-minimal			archived	low read depth, low read length, control low read depth			
ENCFF445BVX	bam	alignments	ENCSR447DOF	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2014-06-30	ENCODE				1							ENCFF001ZUO, ENCFF806TVZ	692175224	ENCODE Processing Pipeline	b5e85f1b2b8513cee79a2a90dc91423b		https://www.encodeproject.org/files/ENCFF445BVX/@@download/ENCFF445BVX.bam	mm10-minimal			archived	low read depth, low read length, control low read depth			
ENCFF615DHF	bam	unfiltered alignments	ENCSR447DOF	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF001ZUO, ENCFF018NEO	1058688578	ENCODE Processing Pipeline	88e167c9bf1bc09c974d28896dc35f82		https://www.encodeproject.org/files/ENCFF615DHF/@@download/ENCFF615DHF.bam	mm10			released	low read depth, low read length, control low read depth			
ENCFF189PMC	bam	unfiltered alignments	ENCSR447DOF	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF001ZUK, ENCFF018NEO	971094572	ENCODE Processing Pipeline	ce7527678cc0ae387ebbf93aa393f97b		https://www.encodeproject.org/files/ENCFF189PMC/@@download/ENCFF189PMC.bam	mm10			released	low read depth, low read length, control low read depth			
ENCFF718KJC	bam	alignments	ENCSR447DOF	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF001ZUO, ENCFF018NEO	692026695	ENCODE Processing Pipeline	84b1be7a7152e8f27d6f950fdfbc40c3		https://www.encodeproject.org/files/ENCFF718KJC/@@download/ENCFF718KJC.bam	mm10			released	low read depth, low read length, control low read depth			
ENCFF283VWT	bam	alignments	ENCSR447DOF	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF001ZUK, ENCFF018NEO	630789632	ENCODE Processing Pipeline	4ab23969b5e9db719413db9f7c21baf7		https://www.encodeproject.org/files/ENCFF283VWT/@@download/ENCFF283VWT.bam	mm10			released	low read depth, low read length, control low read depth			
ENCFF523JDK	bam	alignments	ENCSR136GMT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-03-30	ENCODE				1							ENCFF806TVZ, ENCFF833RGU	1394982829	ENCODE Processing Pipeline	38bae5a325e83c7591d5481b4e9a63d2		https://www.encodeproject.org/files/ENCFF523JDK/@@download/ENCFF523JDK.bam	mm10-minimal			archived	mild to moderate bottlenecking			
ENCFF950LXL	bam	alignments	ENCSR136GMT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-03-30	ENCODE				2							ENCFF716OXJ, ENCFF806TVZ	1470605881	ENCODE Processing Pipeline	e2bd396d93c4707ad29a7b8d97083276		https://www.encodeproject.org/files/ENCFF950LXL/@@download/ENCFF950LXL.bam	mm10-minimal			archived	mild to moderate bottlenecking			
ENCFF449MAD	bam	unfiltered alignments	ENCSR136GMT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-03-30	ENCODE				2			50				ENCFF018NEO, ENCFF716OXJ	2111916033	ENCODE Processing Pipeline	aa2fa7aed7ec6dacb93d6ba8d4757004		https://www.encodeproject.org/files/ENCFF449MAD/@@download/ENCFF449MAD.bam	mm10			released	mild to moderate bottlenecking			
ENCFF701AST	bam	unfiltered alignments	ENCSR136GMT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-03-30	ENCODE				1			50				ENCFF018NEO, ENCFF833RGU	1982631580	ENCODE Processing Pipeline	86286fcbb232760c8f84afed91bbb2c2		https://www.encodeproject.org/files/ENCFF701AST/@@download/ENCFF701AST.bam	mm10			released	mild to moderate bottlenecking			
