File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF131VYV	bam	unfiltered alignments	ENCSR415FCU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	12.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2016-03-30	ENCODE				2							ENCFF015ETA, ENCFF018NEO, ENCFF695ITS	3205597747	ENCODE Processing Pipeline	cc641e3a2a555c77999148953d47f067		https://www.encodeproject.org/files/ENCFF131VYV/@@download/ENCFF131VYV.bam	mm10			released		sequencing runs labeled as technical replicates		
ENCFF350XFJ	bam	unfiltered alignments	ENCSR415FCU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	12.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2016-03-30	ENCODE				1							ENCFF018NEO, ENCFF031RLD, ENCFF419PTI	3097284945	ENCODE Processing Pipeline	0685dd70fdcd6b8ba104cd15282e794e		https://www.encodeproject.org/files/ENCFF350XFJ/@@download/ENCFF350XFJ.bam	mm10			released		sequencing runs labeled as technical replicates		
ENCFF781DUP	bam	alignments	ENCSR415FCU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	12.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2016-03-30	ENCODE				2			50				ENCFF015ETA, ENCFF018NEO, ENCFF695ITS	2315156865	ENCODE Processing Pipeline	36bd590545316c4d07e44de7a866c322		https://www.encodeproject.org/files/ENCFF781DUP/@@download/ENCFF781DUP.bam	mm10			released		sequencing runs labeled as technical replicates		
ENCFF548IIV	bam	alignments	ENCSR415FCU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	12.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2016-03-30	ENCODE				1			50				ENCFF018NEO, ENCFF031RLD, ENCFF419PTI	2255018175	ENCODE Processing Pipeline	47d9947365d7ce806820d1bd3eaa27a3		https://www.encodeproject.org/files/ENCFF548IIV/@@download/ENCFF548IIV.bam	mm10			released		sequencing runs labeled as technical replicates		
ENCFF811RZS	bam	alignments	ENCSR754AXU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				1							ENCFF309JOG, ENCFF356FJF, ENCFF806TVZ	1403606989	ENCODE Processing Pipeline	109ea3634db0072c256d8923c13b9027		https://www.encodeproject.org/files/ENCFF811RZS/@@download/ENCFF811RZS.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF029SDK	bam	alignments	ENCSR754AXU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				2							ENCFF667WML, ENCFF806TVZ	1180316522	ENCODE Processing Pipeline	73a95d572352fbba5816d095e0509cc9		https://www.encodeproject.org/files/ENCFF029SDK/@@download/ENCFF029SDK.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF665ALC	bam	unfiltered alignments	ENCSR754AXU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				1			50				ENCFF018NEO, ENCFF309JOG, ENCFF356FJF	3009079618	ENCODE Processing Pipeline	c4ebf35939e6c16a84790c6fae564230		https://www.encodeproject.org/files/ENCFF665ALC/@@download/ENCFF665ALC.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF659JPB	bam	unfiltered alignments	ENCSR754AXU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				2			50				ENCFF018NEO, ENCFF667WML	2767897329	ENCODE Processing Pipeline	a6665277d296887edead44f6038e0d60		https://www.encodeproject.org/files/ENCFF659JPB/@@download/ENCFF659JPB.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF736GZB	bam	alignments	ENCSR754AXU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				1			50				ENCFF018NEO, ENCFF309JOG, ENCFF356FJF	1402753939	ENCODE Processing Pipeline	3349aa4a48ee5076045863fd3d20085b		https://www.encodeproject.org/files/ENCFF736GZB/@@download/ENCFF736GZB.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF106FYX	bam	alignments	ENCSR754AXU	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9me3-mouse	ENCAB929ZIJ	DNA			SDS		False	2016-02-18	ENCODE				2			50				ENCFF018NEO, ENCFF667WML	1179515221	ENCODE Processing Pipeline	bad325ea06c6b10b707e5cb2de7826ab		https://www.encodeproject.org/files/ENCFF106FYX/@@download/ENCFF106FYX.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF493RAS	bam	unfiltered alignments	ENCSR842LMA	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2016-07-19	ENCODE				2							ENCFF018NEO, ENCFF942UQV	2996119743	ENCODE Processing Pipeline	be210fb4d22e6bb6280488a86d880fb3		https://www.encodeproject.org/files/ENCFF493RAS/@@download/ENCFF493RAS.bam	mm10			released				
ENCFF647GKF	bam	unfiltered alignments	ENCSR842LMA	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2016-07-19	ENCODE				1							ENCFF018NEO, ENCFF914QXH	3161983060	ENCODE Processing Pipeline	0d0b06e8891f3f9b934096c9ee78836f		https://www.encodeproject.org/files/ENCFF647GKF/@@download/ENCFF647GKF.bam	mm10			released				
ENCFF298TEL	bam	alignments	ENCSR842LMA	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2016-07-19	ENCODE				2							ENCFF018NEO, ENCFF942UQV	2223299049	ENCODE Processing Pipeline	4955a9e3c1155b1e702c892c6805bfb4		https://www.encodeproject.org/files/ENCFF298TEL/@@download/ENCFF298TEL.bam	mm10			released				
ENCFF528BOJ	bam	alignments	ENCSR842LMA	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2016-07-19	ENCODE				1							ENCFF018NEO, ENCFF914QXH	2343765635	ENCODE Processing Pipeline	56103fb96e76ef54254cdc8292475d8b		https://www.encodeproject.org/files/ENCFF528BOJ/@@download/ENCFF528BOJ.bam	mm10			released				
ENCFF833BWD	bam	unfiltered alignments	ENCSR581EJK	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K4me3-mouse	ENCAB682XRE	DNA			SDS		False	2016-07-19	ENCODE				2							ENCFF018NEO, ENCFF825WXN	1401936462	ENCODE Processing Pipeline	0af0fa1d2735ac1b79cee444538d3a6c		https://www.encodeproject.org/files/ENCFF833BWD/@@download/ENCFF833BWD.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF364EBG	bam	unfiltered alignments	ENCSR581EJK	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K4me3-mouse	ENCAB682XRE	DNA			SDS		False	2016-07-19	ENCODE				1							ENCFF018NEO, ENCFF255IGL	3010970179	ENCODE Processing Pipeline	1640f44e919b33dafe2a289a3e56e706		https://www.encodeproject.org/files/ENCFF364EBG/@@download/ENCFF364EBG.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF224DTN	bam	alignments	ENCSR581EJK	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K4me3-mouse	ENCAB682XRE	DNA			SDS		False	2016-07-19	ENCODE				2							ENCFF018NEO, ENCFF825WXN	1023831758	ENCODE Processing Pipeline	a8daeceea784a0be6f34187e23921d5f		https://www.encodeproject.org/files/ENCFF224DTN/@@download/ENCFF224DTN.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF200DJC	bam	alignments	ENCSR581EJK	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K4me3-mouse	ENCAB682XRE	DNA			SDS		False	2016-07-19	ENCODE				1							ENCFF018NEO, ENCFF255IGL	1936561898	ENCODE Processing Pipeline	c199b253606a7bfe238348a470fea983		https://www.encodeproject.org/files/ENCFF200DJC/@@download/ENCFF200DJC.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF471WBT	bam	unfiltered alignments	ENCSR989LUY	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K27ac-mouse	ENCAB088TFM	DNA			SDS		False	2016-07-19	ENCODE				2							ENCFF018NEO, ENCFF155KRU	2158711771	ENCODE Processing Pipeline	9afd153a98f99819de93774cdffd49b7		https://www.encodeproject.org/files/ENCFF471WBT/@@download/ENCFF471WBT.bam	mm10			released	mild to moderate bottlenecking			
ENCFF262ATK	bam	unfiltered alignments	ENCSR989LUY	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K27ac-mouse	ENCAB088TFM	DNA			SDS		False	2016-07-19	ENCODE				1							ENCFF018NEO, ENCFF249TZR	3483509750	ENCODE Processing Pipeline	a92081183aa9712c59350cd59496920a		https://www.encodeproject.org/files/ENCFF262ATK/@@download/ENCFF262ATK.bam	mm10			released	mild to moderate bottlenecking			
ENCFF067LVV	bam	alignments	ENCSR989LUY	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K27ac-mouse	ENCAB088TFM	DNA			SDS		False	2016-07-19	ENCODE				2							ENCFF018NEO, ENCFF155KRU	1665540118	ENCODE Processing Pipeline	b403190cd72da6d457930620863a96c3		https://www.encodeproject.org/files/ENCFF067LVV/@@download/ENCFF067LVV.bam	mm10			released	mild to moderate bottlenecking			
ENCFF859YQX	bam	alignments	ENCSR989LUY	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus					H3K27ac-mouse	ENCAB088TFM	DNA			SDS		False	2016-07-19	ENCODE				1							ENCFF018NEO, ENCFF249TZR	2479329858	ENCODE Processing Pipeline	64eead1bfad14c518827b6623afc5aa7		https://www.encodeproject.org/files/ENCFF859YQX/@@download/ENCFF859YQX.bam	mm10			released	mild to moderate bottlenecking			
ENCFF636TBN	bam	alignments	ENCSR764OPZ	RNA-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2016-08-11	ENCODE				1							ENCFF059FUK, ENCFF099UUS, ENCFF533JRE	5388834013	ENCODE Processing Pipeline	2cca0ba493060097a4fcafefc92bb07f		https://www.encodeproject.org/files/ENCFF636TBN/@@download/ENCFF636TBN.bam	mm10			released				
ENCFF027MVS	bam	transcriptome alignments	ENCSR764OPZ	RNA-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2016-08-11	ENCODE				1							ENCFF059FUK, ENCFF099UUS, ENCFF533JRE	5486005694	ENCODE Processing Pipeline	b4e8cc09d401f8f7c948783476e6df3b		https://www.encodeproject.org/files/ENCFF027MVS/@@download/ENCFF027MVS.bam	mm10			released				
ENCFF626RZA	bam	alignments	ENCSR764OPZ	RNA-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2016-08-11	ENCODE				2							ENCFF052VGB, ENCFF533JRE, ENCFF819ZTA	6087451613	ENCODE Processing Pipeline	8a7b5608e2c71829a23cd529b82a5f2d		https://www.encodeproject.org/files/ENCFF626RZA/@@download/ENCFF626RZA.bam	mm10			released				
ENCFF707ILK	bam	transcriptome alignments	ENCSR764OPZ	RNA-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	10.5 day	Mus musculus							RNA		Ambion mirVana	Ambion mirVana		False	2016-08-11	ENCODE				2							ENCFF052VGB, ENCFF533JRE, ENCFF819ZTA	6162838131	ENCODE Processing Pipeline	687b0ff1a24d47ff872af2bafa4c6b86		https://www.encodeproject.org/files/ENCFF707ILK/@@download/ENCFF707ILK.bam	mm10			released				
ENCFF513QBC	bam	alignments	ENCSR486MHP	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-11-03	ENCODE				2							ENCFF431MBE, ENCFF806TVZ	1749108884	ENCODE Processing Pipeline	6febfde09aafe4ee58ebabb3cbc923d2		https://www.encodeproject.org/files/ENCFF513QBC/@@download/ENCFF513QBC.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking			
ENCFF067AKC	bam	alignments	ENCSR486MHP	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-11-03	ENCODE				1							ENCFF178ESG, ENCFF806TVZ	1648152232	ENCODE Processing Pipeline	3420704b1cb966f85a83bd85b24706d7		https://www.encodeproject.org/files/ENCFF067AKC/@@download/ENCFF067AKC.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking			
ENCFF483KCB	bam	unfiltered alignments	ENCSR486MHP	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF178ESG	2625848908	ENCODE Processing Pipeline	4485ec58e9979415a9077cdb988175d2		https://www.encodeproject.org/files/ENCFF483KCB/@@download/ENCFF483KCB.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF190MMY	bam	unfiltered alignments	ENCSR486MHP	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF431MBE	2805489097	ENCODE Processing Pipeline	39a20fe1d0aa2870fdb67479ed8a5c9f		https://www.encodeproject.org/files/ENCFF190MMY/@@download/ENCFF190MMY.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF196TGU	bam	alignments	ENCSR486MHP	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF431MBE	1748757859	ENCODE Processing Pipeline	3f9b7da3f3e5f380116ccace9bc47692		https://www.encodeproject.org/files/ENCFF196TGU/@@download/ENCFF196TGU.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF960GUP	bam	alignments	ENCSR486MHP	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF178ESG	1647813835	ENCODE Processing Pipeline	c7de190994de8eedbd3ae48272320d9c		https://www.encodeproject.org/files/ENCFF960GUP/@@download/ENCFF960GUP.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF169CIH	bam	alignments	ENCSR312BOK	ChIP-seq	UBERON:0001891	midbrain	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2016-03-30	ENCODE				1							ENCFF806TVZ, ENCFF867UKY	1342348026	ENCODE Processing Pipeline	49119fb23c151b62c7accbeacc116985		https://www.encodeproject.org/files/ENCFF169CIH/@@download/ENCFF169CIH.bam	mm10-minimal			archived	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
