File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF464ISE	bam	transcriptome alignments	ENCSR000BYR	RNA-seq	UBERON:0002113	kidney	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-02-29	ENCODE				2							ENCFF001IXA, ENCFF001IXB, ENCFF001IXC, ENCFF001IXG, ENCFF001IXH, ENCFF001IXI, ENCFF483PAE	18904415694	ENCODE Processing Pipeline	9a26ef0fc33ef397ea3d0a7192894d6b		https://www.encodeproject.org/files/ENCFF464ISE/@@download/ENCFF464ISE.bam	mm10-minimal			archived				
ENCFF181GXY	bam	alignments	ENCSR000BYR	RNA-seq	UBERON:0002113	kidney	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-02-29	ENCODE				1							ENCFF001IWX, ENCFF001IWY, ENCFF001IWZ, ENCFF001IXD, ENCFF001IXE, ENCFF001IXF, ENCFF533JRE	14894697595	ENCODE Processing Pipeline	d8f883cd3860619a1653e68ee2846e2a		https://www.encodeproject.org/files/ENCFF181GXY/@@download/ENCFF181GXY.bam	mm10			released				
ENCFF829DCX	bam	transcriptome alignments	ENCSR000BYR	RNA-seq	UBERON:0002113	kidney	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-02-29	ENCODE				1							ENCFF001IWX, ENCFF001IWY, ENCFF001IWZ, ENCFF001IXD, ENCFF001IXE, ENCFF001IXF, ENCFF533JRE	14889631355	ENCODE Processing Pipeline	812276b465708037b3e29e824f370751		https://www.encodeproject.org/files/ENCFF829DCX/@@download/ENCFF829DCX.bam	mm10			released				
ENCFF621UWD	bam	alignments	ENCSR000BYR	RNA-seq	UBERON:0002113	kidney	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-02-29	ENCODE				2							ENCFF001IXA, ENCFF001IXB, ENCFF001IXC, ENCFF001IXG, ENCFF001IXH, ENCFF001IXI, ENCFF533JRE	17934276396	ENCODE Processing Pipeline	b47b3685779d39b2638ea32bdd0772e6		https://www.encodeproject.org/files/ENCFF621UWD/@@download/ENCFF621UWD.bam	mm10			released				
ENCFF746LRT	bam	transcriptome alignments	ENCSR000BYR	RNA-seq	UBERON:0002113	kidney	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-02-29	ENCODE				2							ENCFF001IXA, ENCFF001IXB, ENCFF001IXC, ENCFF001IXG, ENCFF001IXH, ENCFF001IXI, ENCFF533JRE	19010772247	ENCODE Processing Pipeline	51342f4b8b2985d7edf3eb3bfbab4e6c		https://www.encodeproject.org/files/ENCFF746LRT/@@download/ENCFF746LRT.bam	mm10			released				
ENCFF001LLC	bam	alignments	ENCSR000CBK	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					POLR2A-mouse	ENCAB281FBQ	DNA		see document	see document		False	2011-07-22	ENCODE				2							ENCFF001LLM	581065715	Bing Ren, UCSD	340663c09fa363482c56fa335a5d722b		https://www.encodeproject.org/files/ENCFF001LLC/@@download/ENCFF001LLC.bam	mm9			released	low read length, control low read depth, low read depth	missing unfiltered alignments		
ENCFF036FLT	bam	unfiltered alignments	ENCSR000CBK	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					POLR2A-mouse	ENCAB281FBQ	DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001LLM, ENCFF018NEO	919445539	ENCODE Processing Pipeline	7abc2e753af6aa9ca11d03c304b71d33		https://www.encodeproject.org/files/ENCFF036FLT/@@download/ENCFF036FLT.bam	mm10			released	low read length, control low read depth, low read depth	missing unfiltered alignments		
ENCFF680IVV	bam	alignments	ENCSR000CBK	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					POLR2A-mouse	ENCAB281FBQ	DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001LLM, ENCFF018NEO	513996540	ENCODE Processing Pipeline	22de7587aef0eaaa1d167feb514347c7		https://www.encodeproject.org/files/ENCFF680IVV/@@download/ENCFF680IVV.bam	mm10			released	low read length, control low read depth, low read depth	missing unfiltered alignments		
ENCFF001PNT	bam	alignments	ENCSR000CNG	DNase-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				2							ENCFF001POP	1209194061	John Stamatoyannopoulos, UW	138f15ef247a1a74285a7ebfd9bda32a		https://www.encodeproject.org/files/ENCFF001PNT/@@download/ENCFF001PNT.bam	mm9			archived				
ENCFF001OLF	bam	alignments	ENCSR000CNG	DNase-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				1							ENCFF001OKC, ENCFF001OKD, ENCFF001OKE, ENCFF001OKF, ENCFF001OKG, ENCFF001OKH, ENCFF001OKI, ENCFF001OKJ, ENCFF001OKK, ENCFF001OKL, ENCFF001OKM	8320509046	John Stamatoyannopoulos, UW	a52b032b89d04a5d530c7048bfa0aa8b		https://www.encodeproject.org/files/ENCFF001OLF/@@download/ENCFF001OLF.bam	mm9			archived				
ENCFF001PNM	bam	alignments	ENCSR000CNG	DNase-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				1							ENCFF001PPE	1711606229	John Stamatoyannopoulos, UW	fe5e7b8c353b9341f567be164b34c790		https://www.encodeproject.org/files/ENCFF001PNM/@@download/ENCFF001PNM.bam	mm9			archived				
ENCFF781VIO	bam	alignments	ENCSR394YLM	RNA-seq	UBERON:0002113	kidney	tissue	adult	female	10 week	Mus musculus							polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			True	2014-12-08	ENCODE				1							ENCFF345AQQ, ENCFF445EZT, ENCFF533JRE	7166958992	ENCODE Processing Pipeline	e171db3cfd2dde7b9657094056a47a17		https://www.encodeproject.org/files/ENCFF781VIO/@@download/ENCFF781VIO.bam	mm10			released	low read depth			
ENCFF876ACN	bam	transcriptome alignments	ENCSR394YLM	RNA-seq	UBERON:0002113	kidney	tissue	adult	female	10 week	Mus musculus							polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			True	2014-12-08	ENCODE				1							ENCFF345AQQ, ENCFF445EZT, ENCFF533JRE	6740551059	ENCODE Processing Pipeline	b599ce39752c03301b8225aebce0cd3f		https://www.encodeproject.org/files/ENCFF876ACN/@@download/ENCFF876ACN.bam	mm10			released	low read depth			
ENCFF614HYB	bam	alignments	ENCSR394YLM	RNA-seq	UBERON:0002113	kidney	tissue	adult	female	10 week	Mus musculus							polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			True	2014-12-08	ENCODE				1							ENCFF214JLE, ENCFF533JRE, ENCFF883OGF	4638830856	ENCODE Processing Pipeline	349c5d5a08542630382f3a28a15f3fb8		https://www.encodeproject.org/files/ENCFF614HYB/@@download/ENCFF614HYB.bam	mm10			released	low read depth			
ENCFF884QMT	bam	transcriptome alignments	ENCSR394YLM	RNA-seq	UBERON:0002113	kidney	tissue	adult	female	10 week	Mus musculus							polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			True	2014-12-08	ENCODE				1							ENCFF214JLE, ENCFF533JRE, ENCFF883OGF	4930705743	ENCODE Processing Pipeline	b6157c466ab6ec4aae1088499a6568be		https://www.encodeproject.org/files/ENCFF884QMT/@@download/ENCFF884QMT.bam	mm10			released	low read depth			
ENCFF001KJT	bam	alignments	ENCSR000CAW	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				1							ENCFF001KKE	249685015	Bing Ren, UCSD	8ba73c5e55a4ce67bd267923e06ff357		https://www.encodeproject.org/files/ENCFF001KJT/@@download/ENCFF001KJT.bam	mm9			released	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF001KJW	bam	alignments	ENCSR000CAW	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				2							ENCFF001KKF	714596014	Bing Ren, UCSD	f5ab511de3994755b4483281c886b2e0		https://www.encodeproject.org/files/ENCFF001KJW/@@download/ENCFF001KJW.bam	mm9			released	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF238YZX	bam	unfiltered alignments	ENCSR000CAW	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				1							ENCFF001KKE, ENCFF806TVZ	982545277	J. Michael Cherry, Stanford	dccb0602bbe717a7f43d2b30fbdc10bb		https://www.encodeproject.org/files/ENCFF238YZX/@@download/ENCFF238YZX.bam	mm10-minimal			archived	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF915IJO	bam	unfiltered alignments	ENCSR000CAW	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				2							ENCFF001KKF, ENCFF806TVZ	922238060	J. Michael Cherry, Stanford	5408add6b3e200b77b106eaa5e9d78db		https://www.encodeproject.org/files/ENCFF915IJO/@@download/ENCFF915IJO.bam	mm10-minimal			archived	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF862XUW	bam	alignments	ENCSR000CAW	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				1			36				ENCFF001KKE, ENCFF018NEO	273247827	ENCODE Processing Pipeline	dd8c96a0d14db48bb9fa2fbc2bf50be1		https://www.encodeproject.org/files/ENCFF862XUW/@@download/ENCFF862XUW.bam	mm10			released	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF396FNQ	bam	alignments	ENCSR000CAW	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001KKF, ENCFF018NEO	606097430	ENCODE Processing Pipeline	bb3f94b827676d7fbfd24ef51636b121		https://www.encodeproject.org/files/ENCFF396FNQ/@@download/ENCFF396FNQ.bam	mm10			released	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF168ECW	bam	unfiltered alignments	ENCSR000CAW	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				1			36				ENCFF001KKE, ENCFF018NEO	983576076	ENCODE Processing Pipeline	c5adde43f6f7d91068d74c9e02d93cca		https://www.encodeproject.org/files/ENCFF168ECW/@@download/ENCFF168ECW.bam	mm10			released	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF028SNW	bam	unfiltered alignments	ENCSR000CAW	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001KKF, ENCFF018NEO	922809992	ENCODE Processing Pipeline	2ef609fb1f6b4b568ee1b318e97d68cc		https://www.encodeproject.org/files/ENCFF028SNW/@@download/ENCFF028SNW.bam	mm10			released	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF001LKM	bam	alignments	ENCSR000CBJ	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				1							ENCFF001LKY	349941465	Bing Ren, UCSD	c1927aa703895c6619ca26a730eaffca		https://www.encodeproject.org/files/ENCFF001LKM/@@download/ENCFF001LKM.bam	mm9			released	moderate library complexity, control low read depth, mixed read lengths, mild to moderate bottlenecking, low read length, low read depth	missing unfiltered alignments	insufficient read depth, control low read depth, insufficient read length	
ENCFF001LKN	bam	alignments	ENCSR000CBJ	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				2							ENCFF001LLE	645891722	Bing Ren, UCSD	00a2ee9167921689ea9d56f9bf8b1bb6		https://www.encodeproject.org/files/ENCFF001LKN/@@download/ENCFF001LKN.bam	mm9			released	moderate library complexity, control low read depth, mixed read lengths, mild to moderate bottlenecking, low read length, low read depth	missing unfiltered alignments	insufficient read depth, control low read depth, insufficient read length	
ENCFF488MEI	bam	unfiltered alignments	ENCSR000CBJ	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001LLE, ENCFF018NEO	822804368	ENCODE Processing Pipeline	b9dadc392ddbc5a70bdda7ecfe1a6b69		https://www.encodeproject.org/files/ENCFF488MEI/@@download/ENCFF488MEI.bam	mm10			released	moderate library complexity, control low read depth, mixed read lengths, mild to moderate bottlenecking, low read length, low read depth	missing unfiltered alignments	insufficient read depth, control low read depth, insufficient read length	
ENCFF897RYO	bam	unfiltered alignments	ENCSR000CBJ	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				1			33				ENCFF001LKY, ENCFF018NEO	742297582	ENCODE Processing Pipeline	b290b04c7471fa0af9dae88058dcf75d		https://www.encodeproject.org/files/ENCFF897RYO/@@download/ENCFF897RYO.bam	mm10			released	moderate library complexity, control low read depth, mixed read lengths, mild to moderate bottlenecking, low read length, low read depth	missing unfiltered alignments	insufficient read depth, control low read depth, insufficient read length	
ENCFF265AMZ	bam	alignments	ENCSR000CBJ	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				1			33				ENCFF001LKY, ENCFF018NEO	332320622	ENCODE Processing Pipeline	573fbb302715f284b0e2d4c90d6dbf0f		https://www.encodeproject.org/files/ENCFF265AMZ/@@download/ENCFF265AMZ.bam	mm10			released	moderate library complexity, control low read depth, mixed read lengths, mild to moderate bottlenecking, low read length, low read depth	missing unfiltered alignments	insufficient read depth, control low read depth, insufficient read length	
ENCFF147QPL	bam	alignments	ENCSR000CBJ	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001LLE, ENCFF018NEO	463563626	ENCODE Processing Pipeline	046232a0d2bb8b0ec357f41292d6ed1b		https://www.encodeproject.org/files/ENCFF147QPL/@@download/ENCFF147QPL.bam	mm10			released	moderate library complexity, control low read depth, mixed read lengths, mild to moderate bottlenecking, low read length, low read depth	missing unfiltered alignments	insufficient read depth, control low read depth, insufficient read length	
ENCFF001KJN	bam	alignments	ENCSR000CAN	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2011-06-24	ENCODE				1							ENCFF001KJV	286210125	Bing Ren, UCSD	e357e73eeb7775b3b02bc6b3cb4894b1		https://www.encodeproject.org/files/ENCFF001KJN/@@download/ENCFF001KJN.bam	mm9			released	mild to moderate bottlenecking, low read length, control low read depth, low read depth	missing unfiltered alignments	insufficient read depth	control extremely low read depth
ENCFF001KJP	bam	alignments	ENCSR000CAN	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2011-06-24	ENCODE				2							ENCFF001KJY	640375176	Bing Ren, UCSD	5a88b7f8d8519f872a793b55f5762b60		https://www.encodeproject.org/files/ENCFF001KJP/@@download/ENCFF001KJP.bam	mm9			released	mild to moderate bottlenecking, low read length, control low read depth, low read depth	missing unfiltered alignments	insufficient read depth	control extremely low read depth
ENCFF384DFL	bam	alignments	ENCSR000CAN	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2011-06-24	ENCODE				1			36				ENCFF001KJV, ENCFF018NEO	242949072	ENCODE Processing Pipeline	63ada9279241ae827b98324441d4b45d		https://www.encodeproject.org/files/ENCFF384DFL/@@download/ENCFF384DFL.bam	mm10			released	mild to moderate bottlenecking, low read length, control low read depth, low read depth	missing unfiltered alignments	insufficient read depth	control extremely low read depth
ENCFF819KXC	bam	alignments	ENCSR000CAN	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2011-06-24	ENCODE				2			36				ENCFF001KJY, ENCFF018NEO	527092322	ENCODE Processing Pipeline	c5b7f2404fa454d6fc3f1d5e0c830a5f		https://www.encodeproject.org/files/ENCFF819KXC/@@download/ENCFF819KXC.bam	mm10			released	mild to moderate bottlenecking, low read length, control low read depth, low read depth	missing unfiltered alignments	insufficient read depth	control extremely low read depth
ENCFF001KIW	bam	alignments	ENCSR000CFP	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-09-05	ENCODE				1							ENCFF001KJI	1559396009	Bing Ren, UCSD	4709a2e03edaa71ec7cdc4f3f25a9212		https://www.encodeproject.org/files/ENCFF001KIW/@@download/ENCFF001KIW.bam	mm9			released	mild to moderate bottlenecking, low read length, moderate library complexity, inconsistent platforms	missing unfiltered alignments	control insufficient read depth, insufficient read depth	control extremely low read depth
ENCFF001KIX	bam	alignments	ENCSR000CFP	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-09-05	ENCODE				2							ENCFF001KJJ	1501345254	Bing Ren, UCSD	c1fde1b773a3ff56fba49d7429ce5cd4		https://www.encodeproject.org/files/ENCFF001KIX/@@download/ENCFF001KIX.bam	mm9			released	mild to moderate bottlenecking, low read length, moderate library complexity, inconsistent platforms	missing unfiltered alignments	control insufficient read depth, insufficient read depth	control extremely low read depth
ENCFF975HAD	bam	unfiltered alignments	ENCSR000CFP	ChIP-seq	UBERON:0002113	kidney	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-09-05	ENCODE				1			36				ENCFF001KJI, ENCFF018NEO	1661398091	ENCODE Processing Pipeline	1c0829d91e25eabbc49f61923b6521ff		https://www.encodeproject.org/files/ENCFF975HAD/@@download/ENCFF975HAD.bam	mm10			released	mild to moderate bottlenecking, low read length, moderate library complexity, inconsistent platforms	missing unfiltered alignments	control insufficient read depth, insufficient read depth	control extremely low read depth
