File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF901LSF	bam	unfiltered alignments	ENCSR587JRQ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2014-12-17	ENCODE				2							ENCFF002BXM, ENCFF806TVZ	1070229261	ENCODE Processing Pipeline	ba565f2fdaad8e008b9c0cad5bcd04de		https://www.encodeproject.org/files/ENCFF901LSF/@@download/ENCFF901LSF.bam	mm10-minimal			archived	low read length, low read depth			
ENCFF894YTC	bam	unfiltered alignments	ENCSR587JRQ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2014-12-17	ENCODE				1							ENCFF002BXL, ENCFF806TVZ	990628206	ENCODE Processing Pipeline	94a0a5d2f7b5fff48c9f24c46a29bf3f		https://www.encodeproject.org/files/ENCFF894YTC/@@download/ENCFF894YTC.bam	mm10-minimal			archived	low read length, low read depth			
ENCFF395ALO	bam	alignments	ENCSR587JRQ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2014-12-17	ENCODE				2							ENCFF002BXM, ENCFF806TVZ	629280110	ENCODE Processing Pipeline	da571bc25403102ec627f7259e6de5a9		https://www.encodeproject.org/files/ENCFF395ALO/@@download/ENCFF395ALO.bam	mm10-minimal			archived	low read length, low read depth			
ENCFF956BKJ	bam	alignments	ENCSR587JRQ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2014-12-17	ENCODE				1							ENCFF002BXL, ENCFF806TVZ	582712853	ENCODE Processing Pipeline	4b31d02343ab9b2579ee351394fb4f88		https://www.encodeproject.org/files/ENCFF956BKJ/@@download/ENCFF956BKJ.bam	mm10-minimal			archived	low read length, low read depth			
ENCFF219UHY	bam	unfiltered alignments	ENCSR587JRQ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2014-12-17	ENCODE				2							ENCFF002BXM, ENCFF018NEO	1071902014	ENCODE Processing Pipeline	0a37fc1e2c8bd4efa6e5fc04425a13c5		https://www.encodeproject.org/files/ENCFF219UHY/@@download/ENCFF219UHY.bam	mm10			released	low read length, low read depth			
ENCFF725CNO	bam	unfiltered alignments	ENCSR587JRQ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2014-12-17	ENCODE				1							ENCFF002BXL, ENCFF018NEO	992134621	ENCODE Processing Pipeline	b6ca32487ab6bc83117d31da270682fa		https://www.encodeproject.org/files/ENCFF725CNO/@@download/ENCFF725CNO.bam	mm10			released	low read length, low read depth			
ENCFF052SGY	bam	alignments	ENCSR587JRQ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2014-12-17	ENCODE				1							ENCFF002BXL, ENCFF018NEO	582473425	ENCODE Processing Pipeline	14d1b48688a686f97715dea32a03f968		https://www.encodeproject.org/files/ENCFF052SGY/@@download/ENCFF052SGY.bam	mm10			released	low read length, low read depth			
ENCFF488PXJ	bam	alignments	ENCSR587JRQ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					Control-mouse		DNA			SDS		False	2014-12-17	ENCODE				2							ENCFF002BXM, ENCFF018NEO	629047829	ENCODE Processing Pipeline	cf2bdb9bf50dfb3deeaa4e7a5e7729eb		https://www.encodeproject.org/files/ENCFF488PXJ/@@download/ENCFF488PXJ.bam	mm10			released	low read length, low read depth			
ENCFF609YLJ	bam	alignments	ENCSR944XPB	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K27me3-mouse	ENCAB723WFC	DNA			SDS		False	2014-06-30	ENCODE				1							ENCFF001ZTI, ENCFF806TVZ, ENCFF954LPU	1250616319	ENCODE Processing Pipeline	cb54f5c52e5e732377fc57de174324b1		https://www.encodeproject.org/files/ENCFF609YLJ/@@download/ENCFF609YLJ.bam	mm10-minimal			archived	low read length, mild to moderate bottlenecking, mixed read lengths	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF529CGH	bam	alignments	ENCSR944XPB	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K27me3-mouse	ENCAB723WFC	DNA			SDS		False	2014-06-30	ENCODE				2							ENCFF001ZTL, ENCFF107TLH, ENCFF806TVZ	1431829886	ENCODE Processing Pipeline	6c13f7979740aceaf4089f4a171cacbd		https://www.encodeproject.org/files/ENCFF529CGH/@@download/ENCFF529CGH.bam	mm10-minimal			archived	low read length, mild to moderate bottlenecking, mixed read lengths	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF697JRA	bam	unfiltered alignments	ENCSR944XPB	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K27me3-mouse	ENCAB723WFC	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF001ZTI, ENCFF018NEO, ENCFF954LPU	1977055090	ENCODE Processing Pipeline	df319eccc24c9b03c1173451c2ec1651		https://www.encodeproject.org/files/ENCFF697JRA/@@download/ENCFF697JRA.bam	mm10			released	low read length, mild to moderate bottlenecking, mixed read lengths	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF854DPK	bam	alignments	ENCSR944XPB	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K27me3-mouse	ENCAB723WFC	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF001ZTI, ENCFF018NEO, ENCFF954LPU	1100632064	ENCODE Processing Pipeline	8c38f114330953446df821dfc887eeb4		https://www.encodeproject.org/files/ENCFF854DPK/@@download/ENCFF854DPK.bam	mm10			released	low read length, mild to moderate bottlenecking, mixed read lengths	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF406RCS	bam	unfiltered alignments	ENCSR944XPB	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K27me3-mouse	ENCAB723WFC	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF001ZTL, ENCFF018NEO, ENCFF107TLH	2161402148	ENCODE Processing Pipeline	078390882f42e0a072abb3a4c0cdc7ec		https://www.encodeproject.org/files/ENCFF406RCS/@@download/ENCFF406RCS.bam	mm10			released	low read length, mild to moderate bottlenecking, mixed read lengths	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF330LCP	bam	alignments	ENCSR944XPB	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K27me3-mouse	ENCAB723WFC	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF001ZTL, ENCFF018NEO, ENCFF107TLH	1231269315	ENCODE Processing Pipeline	84d00a59b0557c7d746e855af5731de8		https://www.encodeproject.org/files/ENCFF330LCP/@@download/ENCFF330LCP.bam	mm10			released	low read length, mild to moderate bottlenecking, mixed read lengths	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF220QVW	bam	alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF179JEC, ENCFF268IGM	4312473852	ENCODE Processing Pipeline	37a12cd91fcc8bc4622fcebd50eb1d24		https://www.encodeproject.org/files/ENCFF220QVW/@@download/ENCFF220QVW.bam	mm10-minimal			archived				
ENCFF775MKA	bam	alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF268IGM, ENCFF891HIX	3780809228	ENCODE Processing Pipeline	624b21c9aff5dd1a3a699ab03deb2f3a		https://www.encodeproject.org/files/ENCFF775MKA/@@download/ENCFF775MKA.bam	mm10-minimal			archived				
ENCFF481NZY	bam	alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF179JEC, ENCFF483PAE	5309053518	ENCODE Processing Pipeline	1c71a1f028274e3cb3ed7baf8d40043f		https://www.encodeproject.org/files/ENCFF481NZY/@@download/ENCFF481NZY.bam	mm10-minimal			archived				
ENCFF529KVZ	bam	transcriptome alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF179JEC, ENCFF483PAE	4772617516	ENCODE Processing Pipeline	ff7fed49eff65158ac8df60810a77100		https://www.encodeproject.org/files/ENCFF529KVZ/@@download/ENCFF529KVZ.bam	mm10-minimal			archived				
ENCFF651TRH	bam	alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF483PAE, ENCFF891HIX	4673943467	ENCODE Processing Pipeline	f7901818e17880ea4c19f8a1cab1a8fa		https://www.encodeproject.org/files/ENCFF651TRH/@@download/ENCFF651TRH.bam	mm10-minimal			archived				
ENCFF861DQR	bam	transcriptome alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF483PAE, ENCFF891HIX	4236899946	ENCODE Processing Pipeline	13318e1f46f1f2fac08728fd759dfcde		https://www.encodeproject.org/files/ENCFF861DQR/@@download/ENCFF861DQR.bam	mm10-minimal			archived				
ENCFF798GDC	bam	alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF179JEC, ENCFF533JRE	5310970556	ENCODE Processing Pipeline	7c0b447bf7072f128aa4cedcf0bcc71e		https://www.encodeproject.org/files/ENCFF798GDC/@@download/ENCFF798GDC.bam	mm10			released				
ENCFF578SNO	bam	transcriptome alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF179JEC, ENCFF533JRE	4859014779	ENCODE Processing Pipeline	70ba413012ff79eb1686016898b97878		https://www.encodeproject.org/files/ENCFF578SNO/@@download/ENCFF578SNO.bam	mm10			released				
ENCFF598ESF	bam	alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF533JRE, ENCFF891HIX	4675728204	ENCODE Processing Pipeline	f263d64c994fd8d12aa7d222e1282d8f		https://www.encodeproject.org/files/ENCFF598ESF/@@download/ENCFF598ESF.bam	mm10			released				
ENCFF391OXV	bam	transcriptome alignments	ENCSR752RGN	RNA-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	15.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF533JRE, ENCFF891HIX	4315526372	ENCODE Processing Pipeline	4a6bdeed3e2a2e02524ffce208fe8fcf		https://www.encodeproject.org/files/ENCFF391OXV/@@download/ENCFF391OXV.bam	mm10			released				
ENCFF585HMR	bam	alignments	ENCSR352AWJ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-12-17	ENCODE				1							ENCFF002ETP, ENCFF806TVZ	1350285568	ENCODE Processing Pipeline	005e457fa91a8447595a71fb47179092		https://www.encodeproject.org/files/ENCFF585HMR/@@download/ENCFF585HMR.bam	mm10-minimal			archived			control insufficient read depth, insufficient read depth	
ENCFF752XHT	bam	alignments	ENCSR352AWJ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-12-17	ENCODE				2							ENCFF002ETQ, ENCFF806TVZ	1655704900	ENCODE Processing Pipeline	ee1e290c5cb0ae4881c85a63588b064f		https://www.encodeproject.org/files/ENCFF752XHT/@@download/ENCFF752XHT.bam	mm10-minimal			archived			control insufficient read depth, insufficient read depth	
ENCFF521BWP	bam	alignments	ENCSR352AWJ	ChIP-seq	UBERON:0001890	forebrain	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-12-17	ENCODE				2			36				ENCFF002ETQ, ENCFF018NEO	1216716292	ENCODE Processing Pipeline	37247190bda3ce03ecec4fb18315d740		https://www.encodeproject.org/files/ENCFF521BWP/@@download/ENCFF521BWP.bam	mm10			released			control insufficient read depth, insufficient read depth	
