File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF598XHF	bam	unfiltered alignments	ENCSR000CAX	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001KNY, ENCFF018NEO	957140221	ENCODE Processing Pipeline	e70503ce593dd6478457c880271c43f1		https://www.encodeproject.org/files/ENCFF598XHF/@@download/ENCFF598XHF.bam	mm10			released	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF722ZOT	bam	unfiltered alignments	ENCSR000CAX	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					Control-mouse		DNA		see document	see document		False	2011-07-22	ENCODE				1			36				ENCFF001KNX, ENCFF018NEO	958496219	ENCODE Processing Pipeline	7c521f9307ed5fbffde92f95bcdbcd18		https://www.encodeproject.org/files/ENCFF722ZOT/@@download/ENCFF722ZOT.bam	mm10			released	low read length, low read depth	missing unfiltered alignments	insufficient read depth	
ENCFF844ETL	bam	alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RTM, ENCFF001RTN, ENCFF268IGM	22291982733	ENCODE Processing Pipeline	6000cf66a6425fa0ea94c3549210aa94		https://www.encodeproject.org/files/ENCFF844ETL/@@download/ENCFF844ETL.bam	mm10-minimal			archived				
ENCFF289MCR	bam	alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RTA, ENCFF001RTD, ENCFF268IGM	17583723155	ENCODE Processing Pipeline	98b56d50a8211d0cbad0940343b99836		https://www.encodeproject.org/files/ENCFF289MCR/@@download/ENCFF289MCR.bam	mm10-minimal			archived				
ENCFF135YDR	bam	alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RTM, ENCFF001RTN, ENCFF518RJA	25327403361	ENCODE Processing Pipeline	bd552223aac7da03d128487cb702102f		https://www.encodeproject.org/files/ENCFF135YDR/@@download/ENCFF135YDR.bam	mm10-minimal			archived				
ENCFF427QIT	bam	transcriptome alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RTA, ENCFF001RTD, ENCFF518RJA	17329739496	ENCODE Processing Pipeline	94fa676abc910801d8e4ba9c58a53e27		https://www.encodeproject.org/files/ENCFF427QIT/@@download/ENCFF427QIT.bam	mm10-minimal			archived				
ENCFF639JRA	bam	transcriptome alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RTM, ENCFF001RTN, ENCFF518RJA	20381452339	ENCODE Processing Pipeline	3edc5629aca1fa0215b73bfc3fa659e9		https://www.encodeproject.org/files/ENCFF639JRA/@@download/ENCFF639JRA.bam	mm10-minimal			archived				
ENCFF865SKL	bam	alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RTA, ENCFF001RTD, ENCFF518RJA	20647154873	ENCODE Processing Pipeline	76158b01538c29d1e0adc2adfc136e4a		https://www.encodeproject.org/files/ENCFF865SKL/@@download/ENCFF865SKL.bam	mm10-minimal			archived				
ENCFF162OCN	bam	alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RTM, ENCFF001RTN, ENCFF533JRE	25324127379	ENCODE Processing Pipeline	87695972e132fe529f4ad35e49ca3404		https://www.encodeproject.org/files/ENCFF162OCN/@@download/ENCFF162OCN.bam	mm10			released				
ENCFF214YVM	bam	transcriptome alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RTM, ENCFF001RTN, ENCFF533JRE	20509273097	ENCODE Processing Pipeline	bde52b94b07517d1651aea6226113fe1		https://www.encodeproject.org/files/ENCFF214YVM/@@download/ENCFF214YVM.bam	mm10			released				
ENCFF443YYY	bam	alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RTA, ENCFF001RTD, ENCFF533JRE	20645325592	ENCODE Processing Pipeline	14c2eb01b4c54705b08041b1202f3145		https://www.encodeproject.org/files/ENCFF443YYY/@@download/ENCFF443YYY.bam	mm10			released				
ENCFF584BTU	bam	transcriptome alignments	ENCSR000AJU	RNA-seq	UBERON:0002107	liver	tissue	adult	unknown	8 week	Mus musculus							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RTA, ENCFF001RTD, ENCFF533JRE	17431908953	ENCODE Processing Pipeline	69432e9d1cf87d1a93d6bd52099994a8		https://www.encodeproject.org/files/ENCFF584BTU/@@download/ENCFF584BTU.bam	mm10			released				
ENCFF001KLV	bam	alignments	ENCSR000CDH	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27ac-mouse	ENCAB000ADS	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KMI	785302623	Bing Ren, UCSD	d1c4599ec4b504243481911da7a71ad7		https://www.encodeproject.org/files/ENCFF001KLV/@@download/ENCFF001KLV.bam	mm9			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF001KLW	bam	alignments	ENCSR000CDH	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27ac-mouse	ENCAB000ADS	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KMH	601113094	Bing Ren, UCSD	b6a3a58043b964bba2fd61b97f739978		https://www.encodeproject.org/files/ENCFF001KLW/@@download/ENCFF001KLW.bam	mm9			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF726OSP	bam	alignments	ENCSR000CDH	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27ac-mouse	ENCAB000ADS	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KMH, ENCFF018NEO	402958942	ENCODE Processing Pipeline	8f6a02e8812ac5ae1de6b711dc96f006		https://www.encodeproject.org/files/ENCFF726OSP/@@download/ENCFF726OSP.bam	mm10			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF734PDO	bam	alignments	ENCSR000CDH	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27ac-mouse	ENCAB000ADS	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KMI, ENCFF018NEO	535296201	ENCODE Processing Pipeline	438b6a0217862e75c83b91d9a3f1e26c		https://www.encodeproject.org/files/ENCFF734PDO/@@download/ENCFF734PDO.bam	mm10			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF001KMS	bam	alignments	ENCSR000CAO	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2011-06-24	ENCODE				1							ENCFF001KNF	294423180	Bing Ren, UCSD	0a64c4ebb515234407728cdc247992bc		https://www.encodeproject.org/files/ENCFF001KMS/@@download/ENCFF001KMS.bam	mm9			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF001KMT	bam	alignments	ENCSR000CAO	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2011-06-24	ENCODE				2							ENCFF001KNE	663997578	Bing Ren, UCSD	353b77d6eed9a64b293f350d03f1389a		https://www.encodeproject.org/files/ENCFF001KMT/@@download/ENCFF001KMT.bam	mm9			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF109TUY	bam	unfiltered alignments	ENCSR000CAO	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2011-06-24	ENCODE				1			36				ENCFF001KNF, ENCFF018NEO	623639894	ENCODE Processing Pipeline	8e45ee42ac696c9e0ef0eda60808af39		https://www.encodeproject.org/files/ENCFF109TUY/@@download/ENCFF109TUY.bam	mm10			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF315VXV	bam	unfiltered alignments	ENCSR000CAO	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2011-06-24	ENCODE				2			36				ENCFF001KNE, ENCFF018NEO	824138588	ENCODE Processing Pipeline	1b4c22745273e4fabf22dcd3b9c52204		https://www.encodeproject.org/files/ENCFF315VXV/@@download/ENCFF315VXV.bam	mm10			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF380FAM	bam	alignments	ENCSR000CAO	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2011-06-24	ENCODE				1			36				ENCFF001KNF, ENCFF018NEO	295717088	ENCODE Processing Pipeline	f938d8ae1930604f94644d44232888de		https://www.encodeproject.org/files/ENCFF380FAM/@@download/ENCFF380FAM.bam	mm10			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF087XCZ	bam	alignments	ENCSR000CAO	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me1-mouse	ENCAB000ADX	DNA		see document	see document		False	2011-06-24	ENCODE				2			36				ENCFF001KNE, ENCFF018NEO	586507236	ENCODE Processing Pipeline	29df2471a13582f461001e8a29cdb301		https://www.encodeproject.org/files/ENCFF087XCZ/@@download/ENCFF087XCZ.bam	mm10			released	low read length	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF001KNH	bam	alignments	ENCSR000CEP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K79me2-mouse	ENCAB000AQP	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KNP	928253863	Bing Ren, UCSD	8cf5a773a8ac6219cb20fcfd737e3379		https://www.encodeproject.org/files/ENCFF001KNH/@@download/ENCFF001KNH.bam	mm9			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF001KNI	bam	alignments	ENCSR000CEP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K79me2-mouse	ENCAB000AQP	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KNQ	909165275	Bing Ren, UCSD	00506873d58ff181b2464656214e3cbb		https://www.encodeproject.org/files/ENCFF001KNI/@@download/ENCFF001KNI.bam	mm9			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF249ZIH	bam	unfiltered alignments	ENCSR000CEP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K79me2-mouse	ENCAB000AQP	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KNP, ENCFF018NEO	1002303336	ENCODE Processing Pipeline	ddc0b32523453e0ae1d20adbc36817f5		https://www.encodeproject.org/files/ENCFF249ZIH/@@download/ENCFF249ZIH.bam	mm10			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF365OCB	bam	unfiltered alignments	ENCSR000CEP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K79me2-mouse	ENCAB000AQP	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KNQ, ENCFF018NEO	988700156	ENCODE Processing Pipeline	2761f823f2c1ea7b602f37abe86c3a4f		https://www.encodeproject.org/files/ENCFF365OCB/@@download/ENCFF365OCB.bam	mm10			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF955KYL	bam	alignments	ENCSR000CEP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K79me2-mouse	ENCAB000AQP	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KNP, ENCFF018NEO	607073876	ENCODE Processing Pipeline	f039368d183df2771b1c9e8f87e19f54		https://www.encodeproject.org/files/ENCFF955KYL/@@download/ENCFF955KYL.bam	mm10			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF754DMZ	bam	alignments	ENCSR000CEP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K79me2-mouse	ENCAB000AQP	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KNQ, ENCFF018NEO	550275996	ENCODE Processing Pipeline	49f1cff4c4bfeaa62c12aa6477874765		https://www.encodeproject.org/files/ENCFF754DMZ/@@download/ENCFF754DMZ.bam	mm10			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF001KLP	bam	alignments	ENCSR000CEQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KLX	815104894	Bing Ren, UCSD	50caba6051300e8eebdcfd99b89f0a3d		https://www.encodeproject.org/files/ENCFF001KLP/@@download/ENCFF001KLP.bam	mm9			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth	
ENCFF001KLR	bam	alignments	ENCSR000CEQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KMB	831528542	Bing Ren, UCSD	08721b7838c39972814f177d6d3895fa		https://www.encodeproject.org/files/ENCFF001KLR/@@download/ENCFF001KLR.bam	mm9			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth	
ENCFF753MAN	bam	unfiltered alignments	ENCSR000CEQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KLX, ENCFF018NEO	853370953	ENCODE Processing Pipeline	82a5127b10264aed543c338d56a8b832		https://www.encodeproject.org/files/ENCFF753MAN/@@download/ENCFF753MAN.bam	mm10			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth	
ENCFF089ZBY	bam	unfiltered alignments	ENCSR000CEQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KMB, ENCFF018NEO	891053658	ENCODE Processing Pipeline	02427c6278134f2f99af2677a948f257		https://www.encodeproject.org/files/ENCFF089ZBY/@@download/ENCFF089ZBY.bam	mm10			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth	
ENCFF610AAL	bam	alignments	ENCSR000CEQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KLX, ENCFF018NEO	541721412	ENCODE Processing Pipeline	4c2a11e261db4471abbfaeefc8d406a8		https://www.encodeproject.org/files/ENCFF610AAL/@@download/ENCFF610AAL.bam	mm10			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth	
ENCFF988ADO	bam	alignments	ENCSR000CEQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KMB, ENCFF018NEO	599069381	ENCODE Processing Pipeline	db7b7db7a942dcd7c0f80221e0906ffa		https://www.encodeproject.org/files/ENCFF988ADO/@@download/ENCFF988ADO.bam	mm10			released	inconsistent platforms, control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth	
ENCFF002ADP	bam	alignments	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					GATA4-mouse	ENCAB687SDI	DNA		see document	see document		False	2014-03-14	ENCODE				1							ENCFF002ADK	2243728860	Ross Hardison, PennState	b8ff51239e79a47a91993c15b33e1c08		https://www.encodeproject.org/files/ENCFF002ADP/@@download/ENCFF002ADP.bam	mm9			released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing unfiltered alignments, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF002ADQ	bam	alignments	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					GATA4-mouse	ENCAB687SDI	DNA		see document	see document		False	2014-03-14	ENCODE				2							ENCFF002ADM	2248155130	Ross Hardison, PennState	14201d3c95cd78e5c85de401490fc1b9		https://www.encodeproject.org/files/ENCFF002ADQ/@@download/ENCFF002ADQ.bam	mm9			released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing unfiltered alignments, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF002ADT	bam	alignments	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					GATA4-mouse	ENCAB687SDI	DNA		see document	see document		False	2014-03-14	ENCODE												4475569314	Ross Hardison, PennState	1993e0c39414fc5888118772ccaaeab4		https://www.encodeproject.org/files/ENCFF002ADT/@@download/ENCFF002ADT.bam	mm9			released	low read length, mild to moderate bottlenecking	missing derived_from, biological replicates with identical biosample, missing unfiltered alignments, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF967JEP	bam	unfiltered alignments	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					GATA4-mouse	ENCAB687SDI	DNA		see document	see document		False	2014-03-14	ENCODE				1			48				ENCFF002ADK, ENCFF018NEO	2419817528	ENCODE Processing Pipeline	a92d7d8cec8e474f7ae1de1c8d41dd0b		https://www.encodeproject.org/files/ENCFF967JEP/@@download/ENCFF967JEP.bam	mm10			released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing unfiltered alignments, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF524MXM	bam	unfiltered alignments	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					GATA4-mouse	ENCAB687SDI	DNA		see document	see document		False	2014-03-14	ENCODE				2			48				ENCFF002ADM, ENCFF018NEO	2412109522	ENCODE Processing Pipeline	9bab74594798502ae45f456949638240		https://www.encodeproject.org/files/ENCFF524MXM/@@download/ENCFF524MXM.bam	mm10			released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing unfiltered alignments, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF499OEU	bam	alignments	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					GATA4-mouse	ENCAB687SDI	DNA		see document	see document		False	2014-03-14	ENCODE				1			48				ENCFF002ADK, ENCFF018NEO	1361538084	ENCODE Processing Pipeline	8b81e8e11912bb703fbade9817beee30		https://www.encodeproject.org/files/ENCFF499OEU/@@download/ENCFF499OEU.bam	mm10			released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing unfiltered alignments, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF464OJW	bam	alignments	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					GATA4-mouse	ENCAB687SDI	DNA		see document	see document		False	2014-03-14	ENCODE				2			48				ENCFF002ADM, ENCFF018NEO	1485166553	ENCODE Processing Pipeline	610792b19b7adcda3a97a95da9dbc80b		https://www.encodeproject.org/files/ENCFF464OJW/@@download/ENCFF464OJW.bam	mm10			released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing unfiltered alignments, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF001PPM	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				11							ENCFF001PRD, ENCFF001PRE, ENCFF001PRF, ENCFF001PRG	774217469	John Stamatoyannopoulos, UW	21fed58a542c1d64568681e1ef969fb3		https://www.encodeproject.org/files/ENCFF001PPM/@@download/ENCFF001PPM.bam	mm9			archived		biological replicates with identical biosample		
